model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v1_ind_seed7005,125,50.0,16,7005,0.6995,0.6238,0.897,0.8061,0.7723,0.6238,0.919,0.9714,131.0,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7009,125,50.0,16,7009,0.6802,0.7005,0.907,0.8024,0.8074,0.7005,0.9034,0.9517,131.2,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7001,125,50.0,32,7001,0.6995,0.6589,0.9214,0.8152,0.7947,0.6589,0.9252,0.9766,130.5,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v1_ind_seed7005,125,50.0,32,7005,0.7183,0.6476,0.9051,0.8209,0.7902,0.6476,0.9238,0.9952,131.6,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7009,125,50.0,32,7009,0.6904,0.686,0.9055,0.811,0.8052,0.686,0.9179,0.9758,133.8,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v1_ind_seed7001,125,50.0,48,7001,0.7098,0.6589,0.9279,0.819,0.7962,0.6589,0.9346,0.9766,132.1,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7005,125,50.0,48,7005,0.7042,0.6381,0.9253,0.8125,0.7855,0.6381,0.9143,0.9905,133.2,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,125,50.0,48,7009,0.6904,0.7101,0.9065,0.8139,0.8157,0.7101,0.913,0.9614,134.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v1_ind_seed7001,125,50.0,64,7001,0.7202,0.6636,0.9299,0.8264,0.7957,0.6636,0.9112,0.9813,132.6,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7005,125,50.0,64,7005,0.7042,0.6524,0.9127,0.8136,0.7922,0.6524,0.9286,0.9905,132.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7009,125,50.0,64,7009,0.6904,0.6908,0.913,0.81,0.8071,0.6908,0.9082,0.971,133.6,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7001,125,50.0,80,7001,0.7202,0.6449,0.9314,0.8289,0.7855,0.6449,0.9159,0.9766,132.4,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7005,125,50.0,80,7005,0.6995,0.6524,0.9192,0.8081,0.7909,0.6524,0.919,0.9857,134.5,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7009,125,50.0,80,7009,0.6904,0.7101,0.893,0.8111,0.819,0.7101,0.9227,0.9758,133.0,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v1_ind_seed7001,125,50.0,96,7001,0.7047,0.6776,0.9064,0.8177,0.7991,0.6776,0.9065,0.9766,134.5,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7005,125,50.0,96,7005,0.6995,0.6571,0.9278,0.8136,0.7965,0.6571,0.9381,0.981,132.6,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,125,50.0,96,7009,0.7005,0.7198,0.91,0.8194,0.8207,0.7198,0.913,0.9565,132.3,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7001,125,100.0,16,7001,0.7254,0.6963,0.8177,0.8209,0.8159,0.6963,0.9346,0.9626,100.7,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7005,125,100.0,16,7005,0.7042,0.6429,0.8571,0.8162,0.7783,0.6429,0.9,0.9857,89.0,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v1_ind_seed7009,125,100.0,16,7009,0.6802,0.7246,0.846,0.8012,0.8264,0.7246,0.9082,0.9807,91.1,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v1_ind_seed7001,125,100.0,32,7001,0.7461,0.729,0.8553,0.8393,0.833,0.729,0.9206,0.9766,116.2,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v1_ind_seed7005,125,100.0,32,7005,0.7183,0.6571,0.8516,0.8205,0.7905,0.6571,0.919,0.9857,113.7,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7009,125,100.0,32,7009,0.6954,0.7343,0.865,0.8136,0.8319,0.7343,0.9227,0.9758,117.0,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v1_ind_seed7001,125,100.0,48,7001,0.7409,0.7243,0.8533,0.8384,0.8313,0.7243,0.9206,0.9766,133.5,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7005,125,100.0,48,7005,0.723,0.6762,0.8652,0.8259,0.8051,0.6762,0.9333,0.9952,132.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,125,100.0,48,7009,0.6954,0.7198,0.8385,0.8114,0.8226,0.7198,0.9082,0.971,130.1,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7001,125,100.0,64,7001,0.7358,0.6916,0.8553,0.8319,0.8157,0.6916,0.9252,0.9766,131.0,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7005,125,100.0,64,7005,0.7183,0.7048,0.8763,0.8224,0.821,0.7048,0.9381,0.9952,132.2,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,125,100.0,64,7009,0.7056,0.7488,0.864,0.8249,0.8391,0.7488,0.9179,0.9758,129.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,125,100.0,80,7001,0.7461,0.715,0.8698,0.8392,0.8292,0.715,0.9252,0.9813,133.4,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v1_ind_seed7005,125,100.0,80,7005,0.7183,0.6952,0.8627,0.822,0.8137,0.6952,0.9286,0.9857,132.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,125,100.0,80,7009,0.6954,0.7391,0.8775,0.8148,0.8338,0.7391,0.9034,0.9662,130.7,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,125,100.0,96,7001,0.7409,0.7103,0.8813,0.835,0.8232,0.7103,0.9206,0.9813,131.7,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v1_ind_seed7005,125,100.0,96,7005,0.7183,0.7,0.8824,0.8192,0.815,0.7,0.9143,0.9905,132.7,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v1_ind_seed7009,125,100.0,96,7009,0.7005,0.7053,0.8765,0.8186,0.8188,0.7053,0.9227,0.9807,132.7,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7001,125,500.0,16,7001,0.5959,0.5701,0.5658,0.716,0.6945,0.5701,0.7804,0.8645,62.4,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7005,125,500.0,16,7005,0.5023,0.5238,0.5588,0.6517,0.6583,0.5238,0.7667,0.8476,63.0,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7009,125,500.0,16,7009,0.5431,0.6039,0.5685,0.697,0.7219,0.6039,0.8068,0.9034,61.6,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7001,125,500.0,32,7001,0.6373,0.6262,0.6284,0.7521,0.7399,0.6262,0.8271,0.9159,64.1,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v1_ind_seed7005,125,500.0,32,7005,0.5728,0.5524,0.6078,0.7141,0.6929,0.5524,0.8095,0.8857,64.4,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7009,125,500.0,32,7009,0.5787,0.6377,0.6125,0.7175,0.7548,0.6377,0.8502,0.913,65.0,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v1_ind_seed7001,125,500.0,48,7001,0.6632,0.6075,0.6365,0.7676,0.7357,0.6075,0.8411,0.9299,65.2,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7005,125,500.0,48,7005,0.6385,0.6048,0.6557,0.7545,0.734,0.6048,0.8238,0.9238,65.9,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v1_ind_seed7009,125,500.0,48,7009,0.6091,0.6667,0.653,0.7434,0.776,0.6667,0.8599,0.9179,65.5,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v1_ind_seed7001,125,500.0,64,7001,0.6736,0.6495,0.6685,0.7751,0.7652,0.6495,0.8645,0.9346,68.6,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v1_ind_seed7005,125,500.0,64,7005,0.6385,0.6095,0.6593,0.7569,0.7338,0.6095,0.8286,0.919,74.9,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v1_ind_seed7009,125,500.0,64,7009,0.6294,0.6812,0.669,0.7589,0.7863,0.6812,0.8647,0.9227,72.7,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v1_ind_seed7001,125,500.0,80,7001,0.6684,0.6589,0.6785,0.7719,0.7704,0.6589,0.8645,0.9393,84.4,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v1_ind_seed7005,125,500.0,80,7005,0.662,0.6333,0.6901,0.7758,0.753,0.6333,0.8429,0.9333,85.0,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v1_ind_seed7009,125,500.0,80,7009,0.6142,0.6763,0.667,0.7504,0.7857,0.6763,0.8744,0.9372,76.5,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v1_ind_seed7001,125,500.0,96,7001,0.7047,0.6682,0.684,0.7967,0.7802,0.6682,0.8692,0.9579,87.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7005,125,500.0,96,7005,0.6761,0.6286,0.6941,0.7837,0.7498,0.6286,0.8429,0.9333,88.3,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,125,500.0,96,7009,0.6345,0.7053,0.684,0.7666,0.8008,0.7053,0.8744,0.942,86.4,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v1_ind_seed7001,125,1000.0,16,7001,0.3264,0.2617,0.2959,0.4668,0.4264,0.2617,0.4907,0.757,39.3,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7005,125,1000.0,16,7005,0.2676,0.2667,0.311,0.409,0.4165,0.2667,0.4857,0.7619,53.5,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7009,125,1000.0,16,7009,0.2741,0.3092,0.309,0.4371,0.4524,0.3092,0.5024,0.7585,52.2,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7001,125,1000.0,32,7001,0.4249,0.3738,0.3881,0.5456,0.522,0.3738,0.6028,0.7991,60.3,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v1_ind_seed7005,125,1000.0,32,7005,0.338,0.3619,0.4109,0.4886,0.5113,0.3619,0.5905,0.7905,61.5,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v1_ind_seed7009,125,1000.0,32,7009,0.3959,0.4106,0.4285,0.5487,0.5493,0.4106,0.6329,0.8261,60.4,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v1_ind_seed7001,125,1000.0,48,7001,0.4611,0.4439,0.4377,0.586,0.5895,0.4439,0.7009,0.8224,60.7,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v1_ind_seed7005,125,1000.0,48,7005,0.3944,0.4476,0.4659,0.5531,0.5903,0.4476,0.6905,0.8333,61.4,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v1_ind_seed7009,125,1000.0,48,7009,0.3959,0.4058,0.4415,0.552,0.5557,0.4058,0.6618,0.8309,60.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7001,125,1000.0,64,7001,0.4922,0.4907,0.4922,0.6307,0.6385,0.4907,0.743,0.8458,60.6,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7005,125,1000.0,64,7005,0.4319,0.4476,0.5018,0.5874,0.6031,0.4476,0.7286,0.8476,61.6,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v1_ind_seed7009,125,1000.0,64,7009,0.4721,0.5072,0.508,0.6222,0.6373,0.5072,0.7343,0.8599,61.2,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7001,125,1000.0,80,7001,0.5544,0.5327,0.5163,0.6709,0.6634,0.5327,0.7477,0.8738,63.1,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7005,125,1000.0,80,7005,0.4366,0.4571,0.5103,0.5938,0.6096,0.4571,0.7333,0.8667,62.4,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v1_ind_seed7009,125,1000.0,80,7009,0.4569,0.4638,0.484,0.6113,0.6097,0.4638,0.7101,0.8647,63.7,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v1_ind_seed7001,125,1000.0,96,7001,0.5544,0.5327,0.5178,0.6757,0.6649,0.5327,0.7523,0.8645,61.8,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7005,125,1000.0,96,7005,0.4413,0.4762,0.5235,0.6022,0.6227,0.4762,0.7381,0.8571,63.8,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v1_ind_seed7009,125,1000.0,96,7009,0.4924,0.5411,0.5355,0.6506,0.672,0.5411,0.7633,0.8841,63.3,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7001,150,1.0,16,7001,0.6736,0.6542,0.9409,0.7928,0.7866,0.6542,0.9019,0.972,154.1,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7005,150,1.0,16,7005,0.6808,0.5952,0.9414,0.7876,0.7399,0.5952,0.8619,0.9476,156.0,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v1_ind_seed7009,150,1.0,16,7009,0.6548,0.6667,0.941,0.7747,0.7887,0.6667,0.8986,0.9565,155.5,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v1_ind_seed7001,150,1.0,32,7001,0.6943,0.6215,0.9409,0.8066,0.7645,0.6215,0.8879,0.9626,154.5,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v1_ind_seed7005,150,1.0,32,7005,0.6714,0.6048,0.9414,0.7913,0.749,0.6048,0.8762,0.9381,155.4,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7009,150,1.0,32,7009,0.665,0.6908,0.941,0.7813,0.797,0.6908,0.8889,0.942,156.5,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7001,150,1.0,48,7001,0.6943,0.6449,0.9409,0.8086,0.7813,0.6449,0.9112,0.9626,158.6,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v1_ind_seed7005,150,1.0,48,7005,0.6901,0.5952,0.9414,0.7981,0.7435,0.5952,0.8714,0.9619,156.2,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7009,150,1.0,48,7009,0.6701,0.6763,0.941,0.7862,0.7919,0.6763,0.8986,0.9372,157.3,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v1_ind_seed7001,150,1.0,64,7001,0.6736,0.6402,0.9409,0.7985,0.7772,0.6402,0.8879,0.972,157.3,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v1_ind_seed7005,150,1.0,64,7005,0.6761,0.5905,0.9414,0.7927,0.7452,0.5905,0.8762,0.9619,159.0,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7009,150,1.0,64,7009,0.6751,0.6715,0.941,0.7937,0.79,0.6715,0.8889,0.9565,159.0,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7001,150,1.0,80,7001,0.6736,0.6636,0.9409,0.8006,0.7933,0.6636,0.9065,0.9626,152.6,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v1_ind_seed7005,150,1.0,80,7005,0.662,0.6048,0.9414,0.7853,0.7598,0.6048,0.9,0.9667,156.3,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v1_ind_seed7009,150,1.0,80,7009,0.6497,0.6763,0.941,0.7825,0.7889,0.6763,0.8792,0.9517,159.4,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v1_ind_seed7001,150,1.0,96,7001,0.6839,0.6449,0.9409,0.8043,0.7811,0.6449,0.9112,0.9626,156.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7005,150,1.0,96,7005,0.6761,0.5952,0.9414,0.7907,0.7526,0.5952,0.8905,0.9762,154.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7009,150,1.0,96,7009,0.6497,0.6763,0.941,0.7795,0.7853,0.6763,0.8647,0.942,156.1,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v1_ind_seed7001,150,5.0,16,7001,0.6736,0.6308,0.9409,0.7948,0.7741,0.6308,0.9112,0.9626,151.1,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7005,150,5.0,16,7005,0.6761,0.5857,0.9414,0.787,0.737,0.5857,0.8619,0.9571,152.8,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7009,150,5.0,16,7009,0.665,0.6522,0.941,0.7863,0.7748,0.6522,0.8744,0.9565,151.5,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v1_ind_seed7001,150,5.0,32,7001,0.6891,0.6355,0.9409,0.8076,0.7717,0.6355,0.8832,0.972,153.5,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v1_ind_seed7005,150,5.0,32,7005,0.6901,0.5905,0.9414,0.7989,0.7435,0.5905,0.8762,0.9619,157.2,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,150,5.0,32,7009,0.6701,0.6763,0.941,0.7941,0.792,0.6763,0.8986,0.9372,153.5,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v1_ind_seed7001,150,5.0,48,7001,0.6891,0.6355,0.9409,0.8143,0.7821,0.6355,0.9206,0.9766,156.2,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v1_ind_seed7005,150,5.0,48,7005,0.6948,0.581,0.9414,0.8016,0.7428,0.581,0.8714,0.9619,155.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v1_ind_seed7009,150,5.0,48,7009,0.665,0.6715,0.941,0.7883,0.7856,0.6715,0.8889,0.9565,154.6,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v1_ind_seed7001,150,5.0,64,7001,0.6788,0.6355,0.9409,0.8086,0.7749,0.6355,0.8972,0.972,155.8,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v1_ind_seed7005,150,5.0,64,7005,0.6808,0.5952,0.9414,0.7974,0.7557,0.5952,0.9143,0.9667,156.4,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,150,5.0,64,7009,0.6751,0.6667,0.941,0.7973,0.7829,0.6667,0.8841,0.9469,156.2,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v1_ind_seed7001,150,5.0,80,7001,0.6839,0.6449,0.9409,0.8091,0.7853,0.6449,0.9159,0.972,155.3,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7005,150,5.0,80,7005,0.6667,0.6,0.9414,0.7867,0.7508,0.6,0.881,0.9619,152.4,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v1_ind_seed7009,150,5.0,80,7009,0.6701,0.6667,0.941,0.7941,0.7871,0.6667,0.8889,0.9517,155.1,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v1_ind_seed7001,150,5.0,96,7001,0.6788,0.6495,0.9409,0.8035,0.7826,0.6495,0.9159,0.9673,154.4,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v1_ind_seed7005,150,5.0,96,7005,0.7042,0.6095,0.9414,0.8085,0.7615,0.6095,0.8952,0.9714,154.6,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v1_ind_seed7009,150,5.0,96,7009,0.6701,0.6522,0.9405,0.7912,0.7811,0.6522,0.8792,0.9807,156.7,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7001,150,10.0,16,7001,0.6684,0.6542,0.9409,0.7936,0.7867,0.6542,0.9065,0.9579,154.9,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v1_ind_seed7005,150,10.0,16,7005,0.6901,0.581,0.9414,0.7994,0.7392,0.581,0.881,0.9476,155.4,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,150,10.0,16,7009,0.665,0.6667,0.938,0.7837,0.792,0.6667,0.9034,0.971,155.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v1_ind_seed7001,150,10.0,32,7001,0.6995,0.6355,0.9409,0.811,0.7783,0.6355,0.9019,0.9579,154.7,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v1_ind_seed7005,150,10.0,32,7005,0.6901,0.6048,0.9409,0.8054,0.7582,0.6048,0.8952,0.9714,155.9,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,150,10.0,32,7009,0.6802,0.6763,0.941,0.799,0.7883,0.6763,0.8841,0.9469,157.5,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7001,150,10.0,48,7001,0.6943,0.6355,0.9409,0.8127,0.7754,0.6355,0.9112,0.9579,154.7,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7005,150,10.0,48,7005,0.7089,0.5762,0.9414,0.8085,0.745,0.5762,0.9,0.9762,155.4,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7009,150,10.0,48,7009,0.6701,0.686,0.9405,0.7912,0.7957,0.686,0.8889,0.9469,154.9,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7001,150,10.0,64,7001,0.6891,0.6402,0.9394,0.813,0.7831,0.6402,0.9065,0.9813,154.1,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7005,150,10.0,64,7005,0.6901,0.5952,0.9414,0.8053,0.7548,0.5952,0.9,0.981,157.7,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7009,150,10.0,64,7009,0.665,0.6908,0.941,0.7941,0.7975,0.6908,0.8889,0.9469,157.9,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v1_ind_seed7001,150,10.0,80,7001,0.6943,0.6449,0.9409,0.8128,0.7808,0.6449,0.8972,0.9673,156.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7005,150,10.0,80,7005,0.6901,0.6048,0.9414,0.8001,0.7594,0.6048,0.9048,0.981,155.2,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,150,10.0,80,7009,0.6599,0.686,0.941,0.7905,0.7963,0.686,0.8889,0.9614,156.4,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7001,150,10.0,96,7001,0.6839,0.6262,0.9409,0.809,0.7737,0.6262,0.9019,0.972,155.4,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v1_ind_seed7005,150,10.0,96,7005,0.6948,0.5952,0.9414,0.8047,0.7519,0.5952,0.8857,0.981,157.4,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7009,150,10.0,96,7009,0.665,0.6908,0.941,0.7929,0.8006,0.6908,0.8986,0.9614,157.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,150,50.0,16,7001,0.6788,0.6822,0.9229,0.8001,0.8061,0.6822,0.9206,0.9813,152.2,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v1_ind_seed7005,150,50.0,16,7005,0.6901,0.6286,0.9016,0.8054,0.7765,0.6286,0.9238,0.981,154.8,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7009,150,50.0,16,7009,0.6954,0.6667,0.9055,0.8127,0.7928,0.6667,0.8986,0.9758,154.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7001,150,50.0,32,7001,0.6891,0.6682,0.9199,0.8066,0.8039,0.6682,0.9299,0.972,154.0,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7005,150,50.0,32,7005,0.7183,0.6333,0.9187,0.817,0.7782,0.6333,0.9048,0.9857,153.4,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,150,50.0,32,7009,0.665,0.6908,0.925,0.7963,0.8049,0.6908,0.913,0.971,153.1,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v1_ind_seed7001,150,50.0,48,7001,0.7047,0.6729,0.9304,0.8196,0.8037,0.6729,0.9159,0.972,155.3,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v1_ind_seed7005,150,50.0,48,7005,0.7089,0.6381,0.9298,0.8191,0.7849,0.6381,0.919,0.9905,156.2,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7009,150,50.0,48,7009,0.6954,0.7053,0.911,0.8144,0.8139,0.7053,0.9179,0.9758,155.2,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7001,150,50.0,64,7001,0.6995,0.6589,0.9294,0.8183,0.7941,0.6589,0.9206,0.9766,156.9,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7005,150,50.0,64,7005,0.7183,0.6476,0.9172,0.824,0.7878,0.6476,0.919,0.9857,156.5,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7009,150,50.0,64,7009,0.6853,0.7198,0.92,0.8089,0.822,0.7198,0.913,0.9662,154.5,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7001,150,50.0,80,7001,0.7202,0.6776,0.9224,0.8304,0.8071,0.6776,0.9252,0.972,158.0,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7005,150,50.0,80,7005,0.6995,0.6714,0.9273,0.8071,0.7983,0.6714,0.9143,0.9952,153.0,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v1_ind_seed7009,150,50.0,80,7009,0.6904,0.7198,0.9155,0.8119,0.8217,0.7198,0.9082,0.971,156.8,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7001,150,50.0,96,7001,0.715,0.6589,0.9319,0.8284,0.7939,0.6589,0.9206,0.9813,153.0,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v1_ind_seed7005,150,50.0,96,7005,0.7324,0.6476,0.9263,0.8291,0.79,0.6476,0.9286,0.981,157.6,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,150,50.0,96,7009,0.6802,0.6908,0.916,0.8062,0.805,0.6908,0.9034,0.9758,156.2,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7001,150,100.0,16,7001,0.7358,0.7009,0.8488,0.8309,0.8151,0.7009,0.9112,0.9766,111.4,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v1_ind_seed7005,150,100.0,16,7005,0.7042,0.6333,0.8481,0.8146,0.7748,0.6333,0.9143,0.9762,106.2,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v1_ind_seed7009,150,100.0,16,7009,0.6751,0.7246,0.8375,0.8017,0.8218,0.7246,0.9082,0.9758,105.0,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7001,150,100.0,32,7001,0.7358,0.7056,0.8573,0.8385,0.8207,0.7056,0.9206,0.972,141.0,Reach max iteration 50 | best_iter=40
