model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v2_ind_seed7009,125,50.0,32,7009,0.6146,0.6185,0.8693,0.766,0.7587,0.6185,0.8664,0.9677,287.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7001,125,50.0,48,7001,0.6616,0.6567,0.883,0.7945,0.7915,0.6567,0.9147,0.9787,287.7,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,125,50.0,48,7005,0.6947,0.645,0.8754,0.8141,0.7867,0.645,0.9202,0.979,280.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7009,125,50.0,48,7009,0.6124,0.6185,0.8868,0.7669,0.7627,0.6185,0.8793,0.9741,286.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7001,125,50.0,64,7001,0.6659,0.661,0.8784,0.799,0.7942,0.661,0.9126,0.9787,285.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,125,50.0,64,7005,0.7032,0.6576,0.8667,0.8204,0.794,0.6576,0.9181,0.9811,277.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7009,125,50.0,64,7009,0.6317,0.6401,0.8399,0.773,0.7693,0.6401,0.875,0.9677,278.8,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7001,125,50.0,80,7001,0.6703,0.6588,0.859,0.8019,0.7913,0.6588,0.9168,0.9787,284.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7005,125,50.0,80,7005,0.6926,0.6618,0.8662,0.8104,0.7973,0.6618,0.9244,0.9832,287.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7009,125,50.0,80,7009,0.606,0.6207,0.8947,0.764,0.7635,0.6207,0.8858,0.9677,288.9,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v2_ind_seed7001,125,50.0,96,7001,0.6616,0.6567,0.8755,0.7959,0.791,0.6567,0.9104,0.9787,279.7,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,125,50.0,96,7005,0.6842,0.6576,0.8901,0.8045,0.7937,0.6576,0.9286,0.9769,288.9,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v2_ind_seed7009,125,50.0,96,7009,0.6381,0.653,0.8238,0.7755,0.7699,0.653,0.8578,0.9569,280.5,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7001,125,100.0,16,7001,0.6898,0.6738,0.8063,0.8098,0.7972,0.6738,0.8998,0.9744,280.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,125,100.0,16,7005,0.6926,0.6744,0.8095,0.8085,0.8016,0.6744,0.9202,0.9769,287.9,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7009,125,100.0,16,7009,0.6381,0.6487,0.8219,0.7806,0.777,0.6487,0.8772,0.9677,279.5,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,125,100.0,32,7001,0.679,0.6716,0.82,0.8066,0.7987,0.6716,0.9126,0.9808,286.1,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,125,100.0,32,7005,0.6926,0.6849,0.8244,0.8109,0.8094,0.6849,0.9265,0.9811,287.1,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7009,125,100.0,32,7009,0.651,0.6422,0.8219,0.7885,0.7756,0.6422,0.8901,0.9784,282.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7001,125,100.0,48,7001,0.6811,0.6652,0.84,0.805,0.798,0.6652,0.919,0.9851,285.1,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v2_ind_seed7005,125,100.0,48,7005,0.6926,0.6807,0.8288,0.8096,0.8052,0.6807,0.9244,0.9727,287.5,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7009,125,100.0,48,7009,0.6488,0.6401,0.8416,0.7886,0.7722,0.6401,0.8815,0.972,284.1,Reach max iteration 50 | best_iter=37
roberta,sum,fb237_v2_ind_seed7001,125,100.0,64,7001,0.6746,0.6588,0.8373,0.8032,0.7961,0.6588,0.919,0.9808,288.2,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7005,125,100.0,64,7005,0.7032,0.6702,0.8281,0.8175,0.8013,0.6702,0.9328,0.9769,286.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7009,125,100.0,64,7009,0.6488,0.6336,0.8484,0.7857,0.7698,0.6336,0.8772,0.972,285.6,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7001,125,100.0,80,7001,0.6681,0.6695,0.8412,0.8023,0.7988,0.6695,0.919,0.9808,283.4,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7005,125,100.0,80,7005,0.7074,0.6828,0.8416,0.8195,0.807,0.6828,0.9223,0.9769,290.4,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7009,125,100.0,80,7009,0.6403,0.6509,0.8496,0.7818,0.7767,0.6509,0.8815,0.9698,289.3,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v2_ind_seed7001,125,100.0,96,7001,0.6725,0.6716,0.8496,0.803,0.8035,0.6716,0.9254,0.9829,287.2,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7005,125,100.0,96,7005,0.7053,0.6849,0.8413,0.8176,0.8109,0.6849,0.9328,0.9832,291.2,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7009,125,100.0,96,7009,0.6381,0.6422,0.8402,0.782,0.7759,0.6422,0.8858,0.9698,287.4,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7001,125,500.0,16,7001,0.6161,0.6119,0.6201,0.7397,0.7305,0.6119,0.823,0.9211,141.3,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7005,125,500.0,16,7005,0.6,0.6113,0.6199,0.7199,0.7353,0.6113,0.8298,0.9265,145.6,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7009,125,500.0,16,7009,0.5889,0.5582,0.616,0.7157,0.6917,0.5582,0.7888,0.9116,142.6,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,125,500.0,32,7001,0.6312,0.6503,0.6492,0.7601,0.7628,0.6503,0.8486,0.9467,151.2,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7005,125,500.0,32,7005,0.6211,0.6408,0.6484,0.7452,0.7628,0.6408,0.8697,0.9433,151.4,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7009,125,500.0,32,7009,0.6253,0.597,0.6496,0.7478,0.7219,0.597,0.8103,0.9224,146.8,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7001,125,500.0,48,7001,0.6421,0.6546,0.6737,0.7665,0.7703,0.6546,0.8593,0.951,186.1,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7005,125,500.0,48,7005,0.6484,0.645,0.6682,0.7623,0.7657,0.645,0.8613,0.9496,183.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7009,125,500.0,48,7009,0.6381,0.6078,0.6671,0.7609,0.7336,0.6078,0.8254,0.9246,186.0,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7001,125,500.0,64,7001,0.6421,0.6525,0.6838,0.7715,0.771,0.6525,0.8635,0.951,193.0,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v2_ind_seed7005,125,500.0,64,7005,0.6568,0.6513,0.6769,0.7682,0.7731,0.6513,0.8739,0.9517,189.3,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7009,125,500.0,64,7009,0.6531,0.6142,0.6816,0.7731,0.7412,0.6142,0.8448,0.9397,191.3,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7001,125,500.0,80,7001,0.6377,0.6631,0.6929,0.769,0.7785,0.6631,0.8678,0.9552,215.4,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v2_ind_seed7005,125,500.0,80,7005,0.6505,0.6618,0.6837,0.7676,0.7801,0.6618,0.8697,0.9622,211.9,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7009,125,500.0,80,7009,0.6445,0.6164,0.6859,0.7701,0.7421,0.6164,0.8448,0.944,215.9,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7001,125,500.0,96,7001,0.6399,0.661,0.6985,0.7709,0.78,0.661,0.8742,0.9595,244.1,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7005,125,500.0,96,7005,0.6674,0.6534,0.6887,0.7791,0.776,0.6534,0.8739,0.9622,240.3,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7009,125,500.0,96,7009,0.6445,0.6272,0.6965,0.7721,0.7512,0.6272,0.8491,0.944,238.9,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7001,125,1000.0,16,7001,0.4989,0.5245,0.4832,0.6194,0.6327,0.5245,0.6887,0.8273,135.6,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7005,125,1000.0,16,7005,0.4863,0.5021,0.4878,0.6029,0.6151,0.5021,0.6681,0.8151,136.9,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7009,125,1000.0,16,7009,0.5118,0.4741,0.4941,0.6277,0.5981,0.4741,0.6616,0.8103,136.1,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v2_ind_seed7001,125,1000.0,32,7001,0.5336,0.5544,0.536,0.6693,0.6749,0.5544,0.7569,0.8763,139.2,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v2_ind_seed7005,125,1000.0,32,7005,0.52,0.5315,0.5192,0.6437,0.6599,0.5315,0.7542,0.8655,138.6,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v2_ind_seed7009,125,1000.0,32,7009,0.5225,0.5043,0.5258,0.6488,0.6297,0.5043,0.7047,0.847,137.7,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7001,125,1000.0,48,7001,0.5575,0.58,0.5615,0.6903,0.7008,0.58,0.7932,0.8806,140.2,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7005,125,1000.0,48,7005,0.5474,0.5693,0.5542,0.6749,0.6955,0.5693,0.7815,0.8866,139.0,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7009,125,1000.0,48,7009,0.5439,0.5216,0.5405,0.6665,0.6482,0.5216,0.7284,0.8642,138.6,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v2_ind_seed7001,125,1000.0,64,7001,0.5662,0.5949,0.5752,0.6996,0.7144,0.5949,0.806,0.8998,143.0,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7005,125,1000.0,64,7005,0.5558,0.5777,0.5629,0.6804,0.7013,0.5777,0.7899,0.9055,140.2,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v2_ind_seed7009,125,1000.0,64,7009,0.5546,0.5237,0.5715,0.6845,0.6574,0.5237,0.75,0.8858,142.2,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7001,125,1000.0,80,7001,0.5683,0.5991,0.5704,0.7034,0.7142,0.5991,0.7953,0.8977,162.1,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v2_ind_seed7005,125,1000.0,80,7005,0.5642,0.5882,0.5839,0.6935,0.716,0.5882,0.8109,0.9202,163.2,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v2_ind_seed7009,125,1000.0,80,7009,0.5653,0.5409,0.5862,0.6935,0.6759,0.5409,0.7759,0.903,159.0,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7001,125,1000.0,96,7001,0.5944,0.6141,0.5882,0.7222,0.7281,0.6141,0.8145,0.9083,163.7,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7005,125,1000.0,96,7005,0.5684,0.5966,0.596,0.6981,0.7245,0.5966,0.8193,0.9244,182.5,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v2_ind_seed7009,125,1000.0,96,7009,0.5803,0.5453,0.596,0.7066,0.6813,0.5453,0.7802,0.9159,179.9,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7001,150,1.0,16,7001,0.5944,0.5928,0.9154,0.7377,0.7423,0.5928,0.8763,0.951,333.1,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7005,150,1.0,16,7005,0.6232,0.5819,0.9123,0.7595,0.7345,0.5819,0.8718,0.9538,334.0,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7009,150,1.0,16,7009,0.5696,0.6099,0.8037,0.717,0.737,0.6099,0.8513,0.9159,327.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7001,150,1.0,32,7001,0.5879,0.5885,0.9154,0.7392,0.7361,0.5885,0.8678,0.9446,331.9,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7005,150,1.0,32,7005,0.6189,0.6008,0.9123,0.7567,0.7441,0.6008,0.8718,0.9559,342.1,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v2_ind_seed7009,150,1.0,32,7009,0.5589,0.5754,0.9147,0.7211,0.7237,0.5754,0.8427,0.9483,333.8,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7001,150,1.0,48,7001,0.6052,0.5949,0.9154,0.7514,0.7426,0.5949,0.8806,0.9531,328.8,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7005,150,1.0,48,7005,0.6568,0.6134,0.8515,0.7779,0.7547,0.6134,0.8782,0.9706,333.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7009,150,1.0,48,7009,0.5867,0.6142,0.7626,0.7266,0.731,0.6142,0.8254,0.9009,337.1,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7001,150,1.0,64,7001,0.6486,0.6439,0.8546,0.7756,0.7678,0.6439,0.8742,0.9574,339.1,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7005,150,1.0,64,7005,0.6358,0.6071,0.9123,0.77,0.7517,0.6071,0.8887,0.9496,346.0,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,150,1.0,64,7009,0.5418,0.5668,0.9144,0.7109,0.7205,0.5668,0.8599,0.944,338.4,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,150,1.0,80,7001,0.6074,0.6034,0.9104,0.7561,0.7503,0.6034,0.8763,0.9574,338.6,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7005,150,1.0,80,7005,0.64,0.6218,0.8947,0.7693,0.7632,0.6218,0.8929,0.958,345.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7009,150,1.0,80,7009,0.561,0.5668,0.9144,0.7256,0.7233,0.5668,0.8664,0.9397,338.9,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,150,1.0,96,7001,0.6139,0.6119,0.877,0.7569,0.749,0.6119,0.8657,0.9638,344.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7005,150,1.0,96,7005,0.6147,0.5966,0.907,0.7556,0.7458,0.5966,0.8782,0.9475,349.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7009,150,1.0,96,7009,0.5953,0.6034,0.7986,0.7369,0.7366,0.6034,0.8405,0.9375,337.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7001,150,5.0,16,7001,0.6226,0.6077,0.9154,0.7648,0.7523,0.6077,0.8849,0.9574,322.1,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v2_ind_seed7005,150,5.0,16,7005,0.6358,0.5966,0.9114,0.7715,0.749,0.5966,0.8866,0.9643,330.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7009,150,5.0,16,7009,0.5824,0.6121,0.7972,0.7247,0.7424,0.6121,0.8578,0.9246,329.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7001,150,5.0,32,7001,0.6204,0.6162,0.9149,0.7652,0.7587,0.6162,0.8891,0.9552,321.3,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7005,150,5.0,32,7005,0.6505,0.6134,0.9121,0.7818,0.7613,0.6134,0.8992,0.9664,343.7,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v2_ind_seed7009,150,5.0,32,7009,0.5739,0.5819,0.9142,0.7333,0.734,0.5819,0.875,0.9526,339.5,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,150,5.0,48,7001,0.6269,0.6098,0.9149,0.7681,0.7572,0.6098,0.8891,0.9616,331.4,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v2_ind_seed7005,150,5.0,48,7005,0.6421,0.6176,0.9121,0.7798,0.7641,0.6176,0.8992,0.9643,321.5,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v2_ind_seed7009,150,5.0,48,7009,0.5846,0.5582,0.9142,0.7399,0.7147,0.5582,0.8448,0.9483,327.6,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7001,150,5.0,64,7001,0.6291,0.6119,0.9152,0.7685,0.7579,0.6119,0.8849,0.9552,335.1,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7005,150,5.0,64,7005,0.6505,0.6155,0.9121,0.7811,0.7641,0.6155,0.8971,0.9706,341.1,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v2_ind_seed7009,150,5.0,64,7009,0.591,0.5733,0.9142,0.745,0.729,0.5733,0.8664,0.9526,339.7,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v2_ind_seed7001,150,5.0,80,7001,0.6247,0.6034,0.9149,0.7646,0.7534,0.6034,0.8913,0.9659,335.4,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7005,150,5.0,80,7005,0.6526,0.605,0.9121,0.7813,0.7576,0.605,0.9034,0.9706,342.7,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v2_ind_seed7009,150,5.0,80,7009,0.5867,0.5862,0.9142,0.7443,0.7356,0.5862,0.8621,0.9569,339.0,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,150,5.0,96,7001,0.6204,0.6098,0.9154,0.7645,0.7583,0.6098,0.8977,0.9701,346.2,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7005,150,5.0,96,7005,0.6253,0.6029,0.9119,0.7705,0.7548,0.6029,0.8908,0.9622,335.3,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7009,150,5.0,96,7009,0.5953,0.6034,0.8736,0.7469,0.7442,0.6034,0.8664,0.9591,333.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7001,150,10.0,16,7001,0.6247,0.6119,0.9149,0.7664,0.7528,0.6119,0.8806,0.9595,333.4,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7005,150,10.0,16,7005,0.6463,0.6071,0.9119,0.7801,0.7579,0.6071,0.8992,0.9685,327.8,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7009,150,10.0,16,7009,0.5803,0.5776,0.9142,0.7332,0.725,0.5776,0.8448,0.9461,328.2,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7001,150,10.0,32,7001,0.6226,0.6311,0.9149,0.7689,0.7716,0.6311,0.8977,0.968,328.5,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7005,150,10.0,32,7005,0.6568,0.6134,0.9114,0.7871,0.7633,0.6134,0.9034,0.9664,341.5,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7009,150,10.0,32,7009,0.5867,0.5841,0.914,0.7435,0.7338,0.5841,0.8642,0.9504,329.1,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7001,150,10.0,48,7001,0.6291,0.6162,0.9147,0.7706,0.7648,0.6162,0.9062,0.9701,336.3,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7005,150,10.0,48,7005,0.6547,0.6134,0.9119,0.7866,0.7611,0.6134,0.8971,0.9727,337.0,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v2_ind_seed7009,150,10.0,48,7009,0.5867,0.5797,0.914,0.745,0.7294,0.5797,0.8556,0.9526,334.0,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v2_ind_seed7001,150,10.0,64,7001,0.6377,0.6311,0.9149,0.7781,0.7716,0.6311,0.9019,0.9659,333.8,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7005,150,10.0,64,7005,0.6547,0.6197,0.9119,0.7857,0.7692,0.6197,0.9118,0.9706,341.8,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7009,150,10.0,64,7009,0.5846,0.5841,0.9142,0.7452,0.7373,0.5841,0.8793,0.9547,338.7,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v2_ind_seed7001,150,10.0,80,7001,0.6226,0.6247,0.9147,0.7701,0.768,0.6247,0.9019,0.9638,332.8,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7005,150,10.0,80,7005,0.6484,0.6176,0.9121,0.7813,0.7667,0.6176,0.9055,0.9706,338.3,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v2_ind_seed7009,150,10.0,80,7009,0.5867,0.5905,0.9142,0.7474,0.7415,0.5905,0.8685,0.9612,342.8,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v2_ind_seed7001,150,10.0,96,7001,0.6334,0.6205,0.914,0.7745,0.7681,0.6205,0.9083,0.9723,340.6,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7005,150,10.0,96,7005,0.6421,0.6197,0.9109,0.7789,0.7643,0.6197,0.9055,0.9685,334.8,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v2_ind_seed7009,150,10.0,96,7009,0.5867,0.5927,0.914,0.7467,0.7462,0.5927,0.8793,0.9655,335.9,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v2_ind_seed7001,150,50.0,16,7001,0.6573,0.6525,0.8549,0.7908,0.7879,0.6525,0.9083,0.9808,322.2,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,150,50.0,16,7005,0.6716,0.6492,0.864,0.7992,0.7869,0.6492,0.916,0.9748,325.3,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7009,150,50.0,16,7009,0.6103,0.6185,0.8825,0.7588,0.7531,0.6185,0.8513,0.9634,337.1,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7001,150,50.0,32,7001,0.6681,0.6482,0.8818,0.797,0.7864,0.6482,0.9104,0.9808,339.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,150,50.0,32,7005,0.6884,0.6555,0.8532,0.8076,0.793,0.6555,0.9265,0.9811,335.8,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7009,150,50.0,32,7009,0.6081,0.6185,0.8911,0.7652,0.7604,0.6185,0.8836,0.9569,330.2,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7001,150,50.0,48,7001,0.6616,0.6418,0.8662,0.7952,0.7793,0.6418,0.9019,0.9723,335.0,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,150,50.0,48,7005,0.6842,0.6471,0.8853,0.809,0.7893,0.6471,0.9307,0.9748,325.8,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7009,150,50.0,48,7009,0.6296,0.6315,0.8736,0.7762,0.7687,0.6315,0.8728,0.972,332.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7001,150,50.0,64,7001,0.6659,0.6588,0.8888,0.7973,0.791,0.6588,0.9019,0.9829,338.9,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7005,150,50.0,64,7005,0.6926,0.6492,0.8843,0.8106,0.79,0.6492,0.9265,0.979,335.3,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7009,150,50.0,64,7009,0.6231,0.6293,0.8765,0.7717,0.7656,0.6293,0.8793,0.9677,340.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7001,150,50.0,80,7001,0.6659,0.6418,0.8972,0.7966,0.7858,0.6418,0.919,0.9829,342.5,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7005,150,50.0,80,7005,0.6905,0.6681,0.8744,0.8087,0.7985,0.6681,0.9181,0.9748,344.1,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7009,150,50.0,80,7009,0.6124,0.6422,0.8702,0.7679,0.7768,0.6422,0.8879,0.972,335.7,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7001,150,50.0,96,7001,0.6573,0.6525,0.8679,0.7963,0.7899,0.6525,0.9168,0.9851,338.7,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7005,150,50.0,96,7005,0.6863,0.666,0.8759,0.8084,0.7993,0.666,0.9307,0.979,341.9,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7009,150,50.0,96,7009,0.6296,0.6336,0.8796,0.7768,0.7698,0.6336,0.8815,0.9698,336.7,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7001,150,100.0,16,7001,0.6811,0.6525,0.8203,0.8049,0.7886,0.6525,0.9083,0.9851,327.3,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7005,150,100.0,16,7005,0.6905,0.6702,0.8109,0.8071,0.7963,0.6702,0.916,0.9706,339.5,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7009,150,100.0,16,7009,0.6552,0.6272,0.8231,0.7892,0.7638,0.6272,0.8728,0.9677,330.9,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7001,150,100.0,32,7001,0.6855,0.6567,0.8277,0.8112,0.7939,0.6567,0.9211,0.9872,341.1,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7005,150,100.0,32,7005,0.7053,0.6765,0.8225,0.8162,0.8055,0.6765,0.9202,0.9811,339.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7009,150,100.0,32,7009,0.6403,0.6422,0.8236,0.7799,0.7737,0.6422,0.8836,0.9698,336.1,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7001,150,100.0,48,7001,0.6746,0.6716,0.8349,0.8045,0.8001,0.6716,0.9126,0.9829,340.4,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7005,150,100.0,48,7005,0.7074,0.687,0.8182,0.8181,0.8083,0.687,0.9286,0.9832,332.9,Reach max iteration 50 | best_iter=8
